mmsi,lat,lon,sog,cog,haeding,vesselname,imo,callsign,vesseltype,status,length,width,draft,cargo,tclass,direction
367126620,45.03707858529816,36.54334450706945,0,-150.2,511,CAPE HENRY,IMO6807022,WBK3240,31,0,31,8,4.7,52,B,ns
367793240,41.3236,-89.10927,0,-141.4,511,RIVER SPIRIT,,WDJ5987,,0,,,,,B,
366967720,40.19364855251969,5.921873466764218,4.6,1.5,511,A J MORRIS,,WDB9006,31,0,17,6,,,B,ew
367705210,40.73925039960312,29.376570737455545,0,-162.2,15,MS ALLIE,,WDI5105,31,15,18,7,,31,B,ns
366122640,44.05109048260222,8.601767052834093,8.1,-144.2,511,LIGHTNING BAY,IMO8886149,WAS4718,30,,23,7,,,B,sn
338199471,29.55942,-95.04096,0,-49.6,511,BEBE,IMO0000000,,37,,13,6,,,B,
366999974,40.67273,-74.09021,0,86,156,CG LINE,,NAOF,90,0,19,5,,,B,
316002873,41.49503444996523,29.507596567186695,0.1,-153.2,16,OCEAN GOLF,IMO5146354,,31,0,31,8,3.1,52,B,
338176000,32.56172497515122,23.6729379597014,0,-152.1,511,TRILOGY,IMO0000000,WDK8787,37,,0,0,,,B,we
367529030,36.59141232277809,14.498320322449894,0.2,-116.4,511,CONNOR FOSS,,WDG3727,,0,19,,,,B,ew
367797440,36.055464805948674,15.3768546842854,5.7,114.2,108,JAMES R MOREHEAD,,WDJ6406,31,12,36,10,,,B,sn
367583670,40.6109738077664,12.849860776165588,0.4,85.4,511,RACHEL ALEXANDRA,,WDG9038,31,8,17,7,,,B,sn
367704950,29.92534,-90.13612,0.2,-101,511,ARCHIE T HIGGINS,IMO9796236,WDI5080,31,15,27,,,,B,
368123980,41.858906016550826,38.09014724124699,0.2,-49.6,511,SIGNED OUT,IMO0000000,WDL3680,37,,0,0,,,B,sn
367012650,41.31734449811473,38.60110977144826,0.1,67.4,511,BARONESS,IMO10641216,WDK2232,30,0,34,8,2.5,30,B,sn
366796250,41.2113171064259,29.116568481454568,0.2,-153.5,329,ILLINOIS,,WYQ3689,90,3,67,17,,33,B,
354527000,41.34409735906933,29.166607326435564,11.4,-53.1,354,AFRICAN TEIST,IMO9655420,3EVP5,70,0,179,28,10.1,,B,
367731330,29.94075,-92.6838,0,-49.6,511,AMAZING GRACE,,WDI7701,31,0,,,,,B,
368075080,30.02331,-90.12369,0,-54.4,511,SHALLOW DRAFT#15,IMO0000000,WDK6493,90,,44,18,,,B,
316003982,42.63274044897588,39.78893033419849,0,31.2,511,KAYMAR,IMO7397737,CZ3627,31,0,20,7,3.1,52,B,sn
367105910,32.37638689785991,31.999643632063396,4.8,-166.5,236,CATLETTSBURG,,WDC9722,31,5,31,9,,,B,we
367376440,31.507598966447784,27.616877953605783,5.2,29.9,32,LONG ISLAND,IMO8739308,WDI4974,31,0,30,10,,31,B,we
636017332,31.172975736439117,28.371375587850622,13.5,-107.6,301,CARIBE CRISTINA,IMO9330020,D5KK3,80,0,116,20,8.4,,B,we
367584670,32.82020333517683,22.775308686189227,0,-116.8,511,CYNTHIA II,,WDG9133,31,0,40,,,,B,we
366728420,35.89384830917153,15.128127736920232,0,-86.9,511,MARGARET ROSE,IMO8036524,WDE7708,30,7,25,7,,30,B,ew
368011450,37.42070078067803,9.285776230878096,0.1,-100.7,511,KRISTIN,,WDJ7927,31,0,17,7,,31,B,ew
367350170,36.18183642761685,13.920738323364992,6.7,-190.3,215,CAPT JACK GREEN,,WDE4207,31,12,22,9,,57,B,ew
368017650,39.714844091451646,19.54052397465533,0.4,-111.2,511,CAPTAIN PAXTON,IMO0000000,WDJ8561,30,,0,0,,,B,sn
368046390,42.37021,-71.05983,0,70.1,511,ABEONA,IMO0000000,WDK3556,36,,16,5,,,B,
367649320,40.078525988876436,18.181477395613012,7.2,190.6,189,WSF SAMISH,IMO9720251,WDH7552,60,5,110,25,5,,B,sn
366888800,40.72200779454257,29.410310161641053,0,61.4,75,TIOGA,,WDE7327,52,0,30,12,4.2,52,B,we
338098732,36.73525523074276,23.571915009524965,0.1,-161,511,IKAROS,,,37,,18,5,,,B,sw
316034591,35.59388730107722,31.143369094881816,0,161.2,511,LADY GEM,IMO0000000,,37,,21,5,,,B,we
367745620,42.90164797366636,14.743387469019611,0,-104.7,511,MISS COLETTE,IMO8977780,WDI9137,60,15,41,8,2,,B,sn
338310838,41.88262627633105,11.602876195756659,0.3,-83.7,511,THE CHESAPEAKE,IMO0000000,,53,,12,4,,,B,sn
367578720,45.11911600016875,36.46956123430808,27.1,150.4,165,LIGHTNING,,WDG8552,60,0,23,8,,,B,ns
367707210,36.73749149247388,26.660637787615478,0,-182.9,25,ANDREW ANTRAINER,,WDI5303,31,12,36,,,,B,ns
367384780,37.40466949525727,26.057772020377094,0,123.2,138,CAROLYN DOROTHY,IMO9552288,WDE6786,31,0,23,10,,31,B,ns
367306560,31.98531599041017,25.008382250388376,0.6,-91.6,321,VANPORT,,WDD9082,31,0,23,8,,,B,we
367007710,37.43330509858165,8.83571204077004,0,166.3,511,SUPER TRANSPORTE,,WDC3427,90,0,25,8,,90,B,ew
316004940,36.617413674231514,12.666731374808078,6.7,-85.6,322,MISSISSAGI,IMO5128467,CFG8050,70,0,189,18,7.5,,B,ew
367465960,37.97005657469409,16.38871355713119,0,-189.5,511,CROSBY CARRIER,,WDF5669,31,0,19,8,,,B,sn
368000390,39.18105281749753,6.257300873601935,0,182.4,511,LOW LAND 10,,WDJ6806,31,0,14,4,,52,B,ew
367756980,18.44073,-64.76493,0.1,-152.1,511,ECLIPSE,,WDJ2291,37,,,,,,B,
368058960,26.82712,-80.0586,0,-49.6,511,MASHA LEIGH,IMO0000000,WDK4822,36,,11,3,,,B,
366950020,44.10343354959639,13.920780807765514,0,46.9,60,SOLANO,IMO8988416,WDB7930,60,0,41,11,1.5,,B,sn
367102610,30.70015,-88.03573,0,-159.3,68,ALICE PARKER,IMO8850944,WCY2903,31,12,32,10,,,B,
338253915,41.50109154934273,29.294985751766088,0,-168.7,511,SMUGGLER,IMO0000000,SMGLR,36,,8,2,,,B,
368121726,32.42084414477349,23.416889320107664,10.2,-106.9,301,ABIGAIL CLAIRE,IMO10420800,WDC7550,25,0,67,36,0,25,B,we
367576870,36.57036168987939,31.22544708790086,0,-112.9,511,BUBBA VICK,IMO8870982,WDG8377,31,12,24,9,,,B,we
367378120,37.68828861990641,9.401814803961257,0,200.3,511,MS FRANCES,,WDE6272,31,15,16,7,,,B,ew
366993490,36.32903990938281,14.74634606671512,0,2,70,MISS LAURENELIZABETH,IMO8992572,WDC2461,31,12,24,9,,,B,sn
368068620,37.2007400192487,10.394386977771958,2.2,-61.1,511,GRETCHEN,IMO0000000,WDK5819,30,,11,4,,,B,ew
368059550,35.37654348655543,18.74989656114463,0,24.3,128,RIP RIDER,IMO0000000,WDK4884,37,0,13,6,,,B,ew
367530470,38.60061475474866,6.83153363806841,0,-199.6,511,SEA LION,,WDG3865,31,0,17,,,,B,ew
367701960,41.10370589753386,4.1045625620889155,0,-49.6,511,LAURA S,,WDI4785,31,2,18,,,,B,ew
366989420,43.334803725502724,39.42290309020739,0,-86.6,511,SEA KING,IMO0000000,WDC2201,30,,26,8,,,B,sn
316039169,41.548335186958504,29.09982756687455,0,-117.3,511,HODDER RAIDER,IMO0000000,,37,,13,2,,,B,
316022498,40.72346180684485,29.900874172077177,0,-103.7,511,HARBOUR PRINCESS,,CFL3442,,0,,,,,B,
367634980,34.318553318610796,29.270134602226914,0,-49.6,511,PTT-139,,WDH6136,31,0,13,,,,B,ns
367028060,40.737328710506276,29.894660997913913,0,-179.8,511,WHIDBEY,,WDC4648,31,0,12,4,,31,B,
367057690,36.09883069641926,31.222690532734777,3.9,59,65,CAPT GREGORY SMITH,,WDC6542,31,12,54,15,,,A,we
367562360,36.52508535563165,13.103291272252148,0,93.1,511,OFF COURSE,IMO0000000,WDG6949,37,,24,6,,,B,ew
367108750,33.33000102523623,15.386149193398131,0,-49.6,511,IAN K,,WCW6783,60,0,15,5,,,B,ew
244180416,39.42484720293048,19.686719091576528,0,146.9,511,BLUENOSE,IMO0000000,PH4480,36,,13,4,,,B,sn
367492110,41.025222496553205,17.035177815755887,0,0,511,ODYSSEA TITAN,IMO9399064,WDF8168,90,0,68,14,4,,B,sn
367131150,29.73948,-95.15981,0,-76.2,181,DIANE,,WDF2440,31,12,23,8,,,B,
338155262,32.68058,-117.17179,0,74.2,511,BLESSED,IMO0000000,,36,,13,1,,,B,
367712770,29.93498,-93.12187,5.9,85.5,511,BORN AGAIN,,WDI5865,31,12,18,7,,,B,
368082190,26.9294,-80.00208,8.3,161.6,511,JIMKAT,IMO0000000,WDK7206,37,,16,8,,,B,
367302430,33.0566,-79.13062,8.7,56.6,511,THE SHOOTIST,IMO8036574,WDD8759,30,,23,6,,,B,
366773480,33.98072,-118.44912,0,0,511,ZEBRINA,,WCZ5446,37,,16,5,,,B,
367764230,26.77886,-80.04077,0.6,14.5,511,NO VACANCY,,WDJ3047,37,,22,,,,B,
338304744,37.8385,-122.3087,0,-49.6,511,VINTAGE 3,IMO0000000,,36,,15,3,,,B,
376003000,26.19196,-80.10645,0,-174,511,MAXELINA,IMO0000000,J8Y4660,37,,18,5,,,B,
339759000,34.24518,-77.95238,0,-153.4,0,REGALEC,,6YTT3,37,5,19,6,2,37,A,
367715810,29.7373,-93.88362,0,-113.6,511,MASTER DYLAN,IMO0000000,WDI6152,30,,0,0,,,B,
368085960,47.80958,-122.38948,0,105.7,511,LESSER LIGHT,IMO0000000,WDK7604,37,,9,4,,,B,
367369280,57.78771,-152.41045,0,-68.1,511,RAVEN,IMO0000000,WQZ9612,30,,19,4,,,B,
367702070,40.7311422816702,29.92075169451636,0.1,-168.1,78,CHRISTOPHER M PARSON,,WDI4795,31,12,51,14,,31,B,
368011930,31.838066005303588,30.04649044402347,23.9,-125.7,511,LANI KAI,IMO0000000,,37,,15,5,,,B,we
368066030,31.66943906586868,30.32506834836686,0,102.4,354,STORMI GAYLE,IMO0000000,WDK5559,30,15,12,6,,,B,
367542650,40.7681231315326,3.423712135115556,0,-198.3,248,RIVER PILOT,,WDG5036,,15,,,,,B,ew
367798350,39.92257729362103,18.285779485543785,0,28,181,LUCAS PAUL DEVALL,,WDJ6498,31,15,,,,,B,sn
367530640,27.84799,-97.0587,5.5,17.9,19,CECIL,IMO8976528,WDG3881,31,0,21,9,,57,B,
367325760,30.06408,-90.88957,0,-163.5,511,BLACK BEARD,,WDE2474,31,0,20,8,,,B,
367534880,29.94269,-90.36661,0.1,-154.4,511,LOUISIANA HERITAGE,,WDG4280,31,0,19,,,,B,
338360947,29.89271,-81.29383,0,-49.6,511,KNOT HERS,IMO0000000,,37,,12,5,,,B,
367519280,44.80315914446716,36.61699754077245,0,-135.4,511,OCEAN ENDEAVOR,IMO8851481,WDG2788,31,12,18,6,,,B,ns
366994920,41.58368053812217,38.84161486401388,0,137.1,511,OLD DOMINION,,WDC2561,90,0,15,5,,50,B,sn
367140960,42.00383453101626,34.05148874284739,0,-183.1,511,ROSS A GRAND,IMO8635409,WDD4159,31,0,16,6,,31,B,ns
538008289,45.73528041537063,32.34605200427903,10.5,84,85,CELSIUS RAVENNA,IMO9402809,V7A2198,89,0,182,32,7.2,89,B,ns
367373640,38.925049855219974,25.195942118309695,6.2,145.7,150,FRANK T STEGBAUER,,WDE5944,31,0,34,10,,,B,ns
367704150,32.05906865508963,31.840107628323445,11.2,-158.1,511,KRISTINA,,WDI5000,60,0,23,6,,,B,we
368043840,34.647171843950574,31.324403192629852,0,-49.6,511,ISLAND PAWS,IMO0000000,WDK3298,37,,14,7,,,B,we
316008255,35.807267744974084,16.252338456122725,0,158.1,214,OCEAN JUPITER,IMO9220160,,31,0,24,9,3.7,52,B,ew
367677450,41.78604770195303,11.637300354881969,0.1,-102.3,511,CAPT JAMES,,WDI2369,31,12,23,,,,B,sn
309518000,44.051966094664195,14.47417540021713,11.7,140.9,141,GRIMSTAD,IMO9336402,C6WG9,80,0,240,42,14.9,80,B,sn
367738160,40.716130392749484,29.893353014659514,0.1,67.2,511,PACIFIC STAR,IMO7367005,WDI8392,90,0,53,11,3.7,30,B,
368107550,31.852990371420574,30.378983084357966,0,-56.8,511,LOVELEE,IMO0000000,WDK9885,37,,13,4,,,B,
241289000,36.87409904851239,12.232066407687368,0.8,193.4,296,MARAN GAS SPARTA,IMO9650042,SVBW4,80,0,289,44,12.5,,B,ew
371147000,42.88630974386008,15.389131508663164,15.2,101,106,GRAND PEARL,IMO9339844,3EPV3,70,0,199,32,9.6,70,B,sn
367314530,44.82768440116018,36.62812355330749,5.7,163.2,511,ALEXANDER DUFF,,WDD9658,31,0,18,7,,0,B,ns
316001266,42.85016328079226,33.37359831213271,8.9,69.7,70,QUINSAM,IMO8111386,VY6800,60,0,86,21,1.8,,B,ns
367799740,40.723290764200215,29.886973408645787,0.1,174.9,318,GREAT POINT,IMO8709963,WDJ6637,60,0,51,10,,,B,
316011407,31.793439545493236,30.553441469038876,18.6,122.9,126,COASTAL RENAISSANCE,IMO9332755,CFN4888,60,0,159,28,5.8,,B,
247311100,31.769313624620292,29.891113046031485,18.9,105,102,COSTA FAVOLOSA,IMO9479852,ICPK,60,0,289,35,8.3,,B,
338321456,31.7934051458747,15.993182840259795,0.3,60.9,511,BEACH CAMP 2,IMO0000000,BC2,37,,5,2,,,B,ew
367003230,40.99570123484073,4.507389172564888,0,-53.4,145,AMANDA,,WDF2362,31,0,21,8,,,B,ew
338199461,36.71944,-76.23668,1,-67.4,511,ELISE,,,37,,,,,,B,
366971350,44.38936787532931,32.218730245529876,7.9,158.9,159,PHILIP R CLARKE,IMO5277062,WDH7554,70,0,228,21,8,70,B,ns
367668450,40.725522907847825,29.920499235704316,0,-49.6,511,WILLIAM M FEEHAN,,WDH9474,,0,,,,,B,
366995250,32.11762271583041,30.249100344218853,0,-155,511,CAPT FRANK STALLINGS,,WDC2582,31,12,17,6,,,B,
367473140,36.60960019928181,12.124942428207124,0,-195.6,511,VIRGINIAN,,WDF6332,90,3,54,18,,33,B,ew
367610540,34.15161593686868,18.30373813390655,5.3,16.5,511,HELEN LARAWAY,IMO8992522,WDH3753,31,15,21,8,,,B,ew
366740430,34.27150427786146,20.21630115167269,0.3,-204,300,NEW RIVER,IMO9182772,WCX8251,31,0,27,15,1.6,52,A,we
255806153,44.72645218859311,31.878144416768002,12,111,120,COSTA NEOCLASSICA,IMO8716502,CQAE7,69,0,220,30,7.6,69,B,ns
366922280,31.55463496664218,30.24667633047105,5.9,29.1,25,PRENTISS BROWN,IMO7035547,WDE6848,90,0,0,0,7,90,B,
368072190,37.09061122534037,12.326618855603707,0,-82.6,511,SALACIA,IMO0000000,WDK6199,37,,10,4,,,B,ew
367734940,33.81252647072177,16.45255817066828,0,154.6,511,PENNY P,,WDI8062,31,15,14,,,52,B,we
367045970,29.69515,-94.1502,1.7,51.3,52,SARAH D,,WDC5757,31,0,23,8,,52,B,
368072090,41.40649410160773,11.60742349513899,0.1,-178.2,511,CODDIWOMPLE,IMO0000000,WDK6188,37,,0,0,,,B,sn
367756280,32.08189,-81.0654,0,-166.5,511,ARKANSAS,,WDJ2212,31,15,,,,,B,
366998520,45.0793845546713,31.35593690155903,0,171,511,DAVID M KRAUSE,IMO8424848,WDC2846,52,0,32,8,5,52,B,ns
368086630,41.495748783524235,29.420651424324575,0,24.5,511,IRON DON,,WDK7667,30,0,40,0,2.1,30,B,
247405800,40.73995333720759,29.89434386581289,17.5,132.3,133,,,,,0,,,,,B,
316036676,37.48714318082234,26.05106468583436,0,117,282,,,,,0,,,,,B,ns
367659690,32.07934361059795,31.414682561831466,0,-49.6,511,,,,,15,,,,,B,ns
368029640,31.696744536684424,30.438446373345194,0,-49.6,511,,,,,0,,,,,B,
303657000,31.732763266497717,29.982243106603754,12.5,191.8,191,MAERSK KENSINGTON,IMO9333010,WMKN,70,0,299,40,12,70,B,
67649790,31.949891342704483,30.179493857000143,0,0,511,,,,,0,,,,,B,
368123180,34.78506950854339,31.674837999906288,0,-49.6,511,,,,,7,,,,,B,we
369881100,35.92834311254611,31.289244096477173,3.5,189,182,,,,,15,,,,,B,we
367053620,31.65636314157235,30.57658037047807,20.1,122.5,511,MISS EFFIE,,WYR3654,60,0,13,4,,,B,
367028740,44.77927121735303,36.63873928370748,0,-101.3,511,MISS MORGAN,,WDI3462,31,0,19,6,,,B,ns
367369720,40.722575650765044,29.892342415454515,0.1,-119.4,118,ALTA JUNE,IMO9552290,WDE5645,31,0,23,10,,,B,
338217000,36.438244256705964,12.560881479921047,6.5,63.4,57,LIBERTY GLORY,IMO9228136,WADP,70,0,190,32,11.9,70,B,we
477444700,38.67012904611875,20.936436402990275,0.1,123,98,JIANGMEN TRADER,IMO9610664,VRLK2,70,1,179,30,10.5,70,A,sn
367057860,38.95487070529796,6.945026994684348,3.5,-125.8,283,JOHN D NUGENT,,WDC6557,31,12,40,14,,,B,ew
366999450,38.72889363291853,20.81087099468097,0,-140.5,511,LAWSON,,AECY,31,0,27,11,,,B,sn
367694720,44.89554278787807,36.678365151353276,0,-49.6,511,JANET D,,WDI4058,31,0,20,,,,B,ns
316020868,40.71629277970141,29.904631430734543,0.1,196.9,31,SEASPAN OSPREY,IMO9623128,,31,0,28,12,5.3,,A,
367044560,32.05406866395375,30.12703970978622,0.1,-81.9,511,PHINEAS BANNING,,WCT8646,,15,15,4,,,B,
366896060,36.12400534315236,31.40622499445108,23.9,149.3,147,SABINE BANK PILOT,,WDB4218,90,0,21,5,,,B,we
366991080,31.7580095531154,30.06085342701033,4.5,-62.7,511,JASON JOSEPH,,WDH6770,31,0,17,6,,,B,
368127000,37.430177736259125,11.079012783752281,9.7,145.5,144,LIBERTY BAY,IMO9642083,KLBO,80,0,251,43,15,89,B,we
311497000,40.34489460978767,3.858861598930562,9.6,86.3,86,AMERICAS SPIRIT,IMO9247443,C6FW2,80,0,256,44,14,80,B,ew
367750650,41.63810314841699,34.05108046663068,0,-49.6,5,MERLE GONSOULIN,,WDI9635,31,0,,,,,B,ns
367110550,41.184698061785,29.28735397366626,0,-100.9,511,JAMES K GOODWIN,,WDJ7743,60,0,29,7,,60,B,
367064160,31.434214949405117,32.56870532437378,0,-49.6,511,NORTHEAST PILOT II,,WSC3525,90,15,14,4,,,B,ns
367516950,41.50572151450145,29.278900391707296,0,-154.1,511,PATRICE MCALLISTER,IMO9215799,WDG2567,31,0,33,10,3.8,,B,
367614030,40.718946097614015,29.888965003309057,0,-117.9,511,NORTH BEND,,WDH4086,31,0,20,6,,90,B,
367702450,32.48502477678113,31.35090518396005,0,147.7,14,SAFETY GUIDE,,WDI4829,31,0,21,8,,31,B,ns
367678390,31.880869415890825,30.420651973942675,0,-188.4,224,EL TIGRE,,WDI2461,37,0,19,6,,0,B,
367168470,36.403711770301435,12.800153799434062,0,105.6,511,LILLIAN.R.SETTOON,,WDD7490,0,15,23,8,0,0,B,we
366932750,40.71535092061434,29.911016681247762,0,-132.9,511,BEAU BLESSEY,IMO8964537,WCZ7299,31,0,27,9,,31,B,
367718490,39.46359498047931,5.832655538124746,5.2,57.3,511,ST BARTHOLOMEW,,WDI6417,31,0,,,,,A,we
367061930,34.55234907261842,31.767596532139912,0,37.8,511,TEBENKOF,IMO7309273,WCY2888,30,15,23,7,,30,B,we
366995580,43.00967089293814,8.907013854936617,0.1,-182.9,45,NAVIDAD,,WDC2612,31,0,17,7,,57,B,sn
367706830,31.902488314805453,30.29281361144621,2.8,65.5,511,CAPT DUFFY,,WDI5265,31,12,,,,,B,
366673090,43.49845668668298,32.75684494623653,0,-87.3,196,DIANE H,IMO8852576,WUR7250,31,0,22,7,,32,B,ns
338200126,42.27848803456777,33.83150011991984,6.1,-72.7,511,SALUTE,,,37,,15,,,,B,ns
316005607,40.715619486996644,29.90514970982604,0.1,8.4,511,HUSTLER II,,CZ3052,31,0,,,,31,B,
441343000,45.066280404276974,36.552703219523636,17.3,122,120,HYUNDAI BANGKOK,IMO9323510,D7HB,70,0,303,40,-12.3,70,B,sn
367077850,34.60198375377318,27.490282936463064,0,-186.8,511,SMITH HUNTER,,WDC7849,31,0,21,8,,90,B,ns
367655460,44.86439711155893,32.63048578983183,0.4,72.8,511,NATIVE SUN,,WDH8179,60,0,22,7,,,B,ns
367533040,40.744144609431615,29.891791738202105,0,28.8,134,RICK HARNACK,IMO8845365,WDG4106,31,0,37,10,,,B,
367446860,35.50810768245542,31.464702121718517,0,-177.7,511,KRISTY L,,WDF4012,31,0,17,6,,31,B,we
367020520,36.532282246834455,26.083006972482362,0,173.3,511,HALEY BROOKE,,WDH7051,31,0,19,7,,31,B,ns
367370230,45.11218451166794,36.490537810876916,1.2,95.4,99,EMERALD HORNBLOWER,,WCY6120,60,5,22,6,,,B,sn
566956000,45.126766548833245,36.61338783282131,14.4,118.5,122,APL HOUSTON,IMO9597537,9V9921,70,0,328,45,13,,A,sn
367143920,32.21777386549678,31.83190847610017,6.2,-125,511,PAUL BROTZGE,,WDD4377,31,0,40,14,,32,B,ns
367480260,33.40319659122232,30.308341141760895,0,0.5,356,VICTORY,IMO8003292,WDF7020,31,0,42,13,6.3,52,B,ns
367006330,36.46787279312418,13.274393375152984,5.7,-177.9,511,KATHY PAWG,,WDC3347,31,0,16,6,,52,B,we
367481620,45.06151043134881,36.545591646774426,5.3,7.7,511,RALPH HENRY,IMO8976580,WDF7152,31,15,21,9,,,B,sn
367437640,42.67748920865265,34.60196556377755,0,-123.1,511,BREAK OF DAWN,IMO8523151,WDF3243,31,0,27,8,2.6,,B,ns
367402990,41.40624356572759,29.32363132751529,0,174.5,37,LINDA REED,,WDE8222,31,15,40,10,,31,B,
367183360,37.102631892248446,26.165412211716802,0.4,13.2,6,OLYMPIC SCOUT,,WDD7216,31,0,27,8,,,B,ns
367733880,32.9416165325784,30.62220647972495,0,-49.6,511,HIGH PRYORITY,,WDI7956,37,0,,,,,B,ns
367085340,40.73010538207466,29.917868656257625,0,0,511,GUARDIAN,IMO8852629,WDC8335,30,0,26,9,,30,B,
367695120,41.67611831101139,11.127408665547762,0.1,-94.6,511,IT'S AMAZING,,WDI4099,37,,13,,,,B,sn
367331730,36.927016211681966,25.856718140767967,0,-74.9,351,COLUMBIA,,WDE2933,90,0,,,,50,B,ns
353472000,49.30178,-123.08224,0.1,-60.4,100,JEWEL OF EAGLE,IMO9476290,3FAW9,70,1,190,32,12.7,,A,
367549260,44.47686259684539,13.670680400291603,0,42.1,322,ROGER F WICKER,,WDG5692,31,12,24,,,,B,sn
366983140,37.60783907031773,9.832275464570602,0.1,-204.1,511,TEXAS,,WCZ9220,31,0,29,8,,52,B,we
338678000,26.60854,-82.96749,8,2.2,3,DOLORES CHOUEST,IMO8225931,WCP8847,70,0,54,12,4,35,B,
367650190,41.336556073720075,29.37515365420865,1.7,-97.3,344,TY DOLESE,,WDH7645,31,5,26,,,,B,
366986330,38.57796,-90.21979,1.9,-143.6,511,MISS SHEILA,,WDC2002,31,15,19,7,,,B,
367510430,30.12759,-91.01933,0,185.6,511,DAVID J COOPER,IMO9621118,WDF9940,31,0,28,11,3.7,52,B,
538070880,31.53879098054236,32.08783398786784,0,-118.1,511,ALBATROSS,IMO8647971,V7ZE7,37,5,34,7,1.9,,A,ns
367512630,41.53182531699137,29.171483760902966,21.6,-146,272,NORFOLK,,WDG2147,,0,16,,,,B,
367301340,33.836385090629435,31.55468570373563,0.9,-197.9,511,LADY PAIGE,IMO8941195,WDD8679,30,15,25,7,,,B,we
338724000,43.400239887124116,33.87825761201324,2.8,204,205,ALICE MORAN,IMO7420429,WYN6272,31,0,36,10,4.3,,A,ns
367552130,34.45883137038767,32.81791590954617,0,-122.2,511,BECKY THATCHER,,WDG5964,60,15,25,,,,B,we
367416420,34.40772293463754,32.76342629737788,0,-104.5,353,FREEDOM,IMO8666501,WDE9353,31,0,26,10,,,B,
367339240,34.36134767423261,33.06355967733825,0,115.2,511,SHERRYL B REEVES,,WDE3451,31,0,48,12,,31,B,
367544970,37.1266670956492,10.521616082810477,0,-107.3,352,LIGHTNING,,WDG5277,31,0,22,,,,B,we
367703030,34.11965429173518,33.22213617839693,0,-49.6,511,PLEASANT,,WDI4882,31,0,18,7,,,B,
338343000,33.880641518559486,29.775866630834333,8.4,110.3,109,GENESIS VISION,IMO8973916,WDG9349,31,0,30,10,5,52,B,ns
538005125,34.559041307901296,33.05786151298657,0,87.7,179,DEEPWATER PONTUS,IMO9675183,V7BE5,,3,,,,,B,
366974120,37.17507396012149,11.477872945125059,5.1,-188.8,511,MATT DEVALL,,WDI2079,31,5,15,6,,52,B,we
367474790,41.61219502853816,29.083378021046336,0,-171.4,511,CROSBY PROGRESS,IMO8991712,WDF6489,31,0,22,11,,,B,
367469910,32.97819283176425,28.448487053976255,3.2,78.6,511,CRYSTAL CUTLER,,WDF6034,31,5,20,7,,,B,ns
367057260,35.89989295079673,14.849349101872546,0,-167.2,90,MARTIN J PELLEGRIN,IMO8891481,WDC6505,31,12,18,7,,,B,we
368097520,36.18082740873131,13.617721721727499,0,-173.1,45,AUSTIN,,WDK8799,57,0,207,17,2.7,57,B,we
368052580,33.81923995764643,33.231028771508804,0,204.3,133,,,,,12,,,,,B,
366995360,32.414692651015386,28.982479717936275,0.1,103.5,511,UNCLE BUD,,WDC2592,31,0,16,8,,,B,ns
548986000,33.96099096877875,32.815074527965535,14.6,-82.3,330,,,,,0,,,,,B,
367685610,31.1823737287512,29.65976258033523,0,-49.6,511,MR KING,,WDI3163,31,0,15,,,,B,ns
339659000,35.279932954431175,26.704518030790087,0.3,177,77,,,,,0,,,,,B,ns
368061770,30.901631579150575,29.597150788321713,4.8,-184.1,511,,,,,0,,,,,B,ns
368009460,36.59226736208148,11.906306626862648,0.1,-65.3,511,CAPT DOUG,,WDJ7719,31,0,16,,,,B,we
368104310,32.14886474214453,28.923054155032528,0,46.9,251,,,,,0,,,,,B,ns
368071270,37.235760316688584,11.44916670669382,0.6,-157.4,271,,,,,0,,,,,B,we
367583130,37.68874511735857,9.651599215709421,0.1,-145.7,511,,,,,0,,,,,B,we
367458050,36.65001111993503,14.263984661365223,5.6,171.8,173,TOM HUCKABEE,,WDF4986,31,12,37,10,,,B,we
367791530,34.69778083837405,19.862027568263898,6.1,-178.5,231,JON GONSOULIN,,WDJ5812,31,0,,,,,B,we
367490050,32.71964306041147,18.938342053772423,0,-164.6,511,VB-10,0,,WDF7972,90,3,84,,,,we
366937050,36.99775427196241,12.550576049929704,0,-180.6,511,KELLY LEE,,WDB7141,31,0,42,11,,,B,we
366991860,35.5931018088691,15.674597114373702,0,105.3,9,ADDIS,,WDC2363,31,0,16,6,,31,B,we
368004570,33.46505189243249,14.729558021569837,0,92.6,511,HARLAN RICHARDSON,,WDJ7222,31,0,17,7,,31,B,we
367099640,44.88945549260717,36.61349017108002,0,202.4,511,GENERAL,,WTK9405,31,0,16,6,,,B,sn
367576750,34.098342414964144,32.810459711755165,3.9,70,70,RED RIVER,,WDG8366,31,0,23,,,,B,
367312670,41.22783246612216,29.45798460435231,4.7,-166.5,511,SAO JACINTO,,WDJ7795,30,,21,6,,,B,
367422770,34.07453838246805,27.886844183218404,0,105.6,511,DAMIAN WISE,,WDE9912,31,0,19,7,,31,B,ns
319160000,44.27425,-68.3208,0.1,-153.2,101,ISLANDER,,ZCOT5,37,5,,,,37,A,
367506940,32.29722098237242,16.302081979944052,6.9,194.9,191,NASHVILLE HUNTER,,WDF9608,31,12,41,,,,B,we
367074420,25.7957,-80.14594,0,-192.4,511,SILVER GIRL,,WDC7640,37,,,,,,B,
303539000,41.45965988081234,28.9920778930133,0,-136.4,224,ALEUTIAN MARINER,IMO7915864,WDC8427,30,0,31,9,,0,B,
